City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
190,Nizwa,OM,2021-01-28 04:27:44,22.9333,57.5333,63.97,40,0,2.1
191,Nyrob,RU,2021-01-28 04:27:44,60.733,56.7202,23.09,97,100,10.02
192,Cervo,ES,2021-01-28 04:27:44,43.6702,-7.4101,55.0,91,90,8.99
193,Kruisfontein,ZA,2021-01-28 04:27:45,-34.0033,24.7314,55.99,94,36,1.01
194,Talnakh,RU,2021-01-28 04:27:45,69.4865,88.3972,-32.46,82,20,0.07
195,Coihaique,CL,2021-01-28 04:27:45,-45.5752,-72.0662,51.8,50,0,11.5
196,Hvolsvollur,IS,2021-01-28 04:27:45,63.7533,-20.2243,21.74,90,59,6.82
197,Neuquen,AR,2021-01-28 04:27:45,-38.9516,-68.0591,64.4,42,0,9.22
198,Codrington,AU,2021-01-28 04:27:45,-38.2667,141.9667,82.18,45,100,15.61
199,Balkanabat,TM,2021-01-28 04:27:45,39.5108,54.3671,46.74,47,26,14.67
200,Porto Recanati,IT,2021-01-28 04:27:46,43.4365,13.6613,37.99,93,13,4.61
201,Uthal,PK,2021-01-28 04:27:46,25.8072,66.6219,66.36,24,0,2.84
202,Hofn,IS,2021-01-28 04:27:46,64.2539,-15.2082,25.92,83,0,18.16
203,Yenagoa,NG,2021-01-28 04:27:46,4.9247,6.2642,76.73,92,57,2.28
204,Praia Da Vitoria,PT,2021-01-28 04:27:46,38.7333,-27.0667,61.0,100,40,15.82
205,Inongo,CD,2021-01-28 04:27:47,-1.95,18.2667,70.68,95,100,3.24
206,Victoria,HK,2021-01-28 04:23:41,22.2855,114.1577,71.01,67,2,1.01
207,Ibadan,NG,2021-01-28 04:27:47,7.3878,3.8964,77.0,94,0,2.3
208,Olinda,BR,2021-01-28 04:27:47,-8.0089,-34.8553,78.8,73,75,6.91
209,Ostrovnoy,RU,2021-01-28 04:27:47,68.0531,39.5131,11.61,94,100,19.28
210,Sao Gabriel Da Cachoeira,BR,2021-01-28 04:25:08,-0.1303,-67.0892,73.65,95,96,1.79
211,Xique-Xique,BR,2021-01-28 04:27:48,-10.8218,-42.7263,76.6,65,63,19.17
212,Bauchi,NG,2021-01-28 04:27:48,10.5,10.0,62.73,24,62,4.54
213,Gambela,ET,2021-01-28 04:27:48,8.25,34.5833,81.32,44,43,2.73
214,Takoradi,GH,2021-01-28 04:27:48,4.8845,-1.7554,77.18,91,0,6.4
215,Mehamn,NO,2021-01-28 04:27:49,71.0357,27.8492,24.8,74,75,11.5
216,Tambacounda,SN,2021-01-28 04:27:49,13.7539,-13.7586,71.6,16,0,4.61
217,Koungou,YT,2021-01-28 04:27:49,-12.7336,45.2042,78.8,89,0,3.44
218,Uinskoye,RU,2021-01-28 04:27:49,56.8817,56.5813,20.17,95,100,15.84
219,Valka,LV,2021-01-28 04:27:49,57.7752,26.0101,30.0,95,100,6.31
220,San Juan,AR,2021-01-28 04:27:49,-31.5375,-68.5364,85.87,32,37,11.23
221,Stranraer,GB,2021-01-28 04:27:50,54.9023,-5.0273,43.0,100,90,6.91
222,Hambantota,LK,2021-01-28 04:27:50,6.1241,81.1185,82.4,74,75,9.22
223,Buta,CD,2021-01-28 04:27:50,2.7858,24.73,68.23,97,82,0.63
224,Lithakia,GR,2021-01-28 04:27:50,37.7167,20.8333,37.4,93,75,3.44
225,Kutum,SD,2021-01-28 04:27:51,14.2,24.6667,55.56,29,86,6.53
226,Cururupu,BR,2021-01-28 04:27:51,-1.8283,-44.8683,75.49,93,100,1.57
227,Rio Bananal,BR,2021-01-28 04:27:51,-19.265,-40.3333,69.24,94,0,2.71
228,Cabedelo,BR,2021-01-28 04:27:26,-6.9811,-34.8339,78.8,83,20,5.75
229,Kifri,IQ,2021-01-28 04:27:51,34.6959,44.9661,57.67,36,100,8.7
230,Bell Ville,AR,2021-01-28 04:27:51,-32.6259,-62.6887,71.01,91,5,1.99
231,Barahona,DO,2021-01-28 04:27:52,18.2085,-71.1008,73.17,76,12,1.83
232,Umm Lajj,SA,2021-01-28 04:27:52,25.0213,37.2685,69.58,81,14,5.14
233,Abu Dhabi,AE,2021-01-28 04:24:31,24.4667,54.3667,62.6,88,0,3.44
234,Shahdadkot,PK,2021-01-28 04:27:53,27.8477,67.9055,61.3,26,0,1.92
235,Cape Canaveral,US,2021-01-28 04:25:55,28.4058,-80.6048,73.99,88,40,3.44
236,Sur,OM,2021-01-28 04:27:53,22.5667,59.5289,69.44,62,0,11.61
237,Camopi,GF,2021-01-28 04:27:53,3.1655,-52.3158,71.42,97,100,3.04
238,Paracuru,BR,2021-01-28 04:27:53,-3.41,-39.0306,81.0,76,80,21.99
239,Bilma,NE,2021-01-28 04:27:53,18.6853,12.9164,58.91,34,0,14.67
240,Kibala,TD,2021-01-28 04:27:53,9.1104,18.3463,68.0,42,0,5.06
241,Puerto Narino,CO,2021-01-28 04:27:54,-3.7703,-70.3831,75.2,100,90,2.3
242,Govindgarh,IN,2021-01-28 04:27:54,27.5,76.9833,57.45,37,0,1.32
243,Camacha,PT,2021-01-28 04:27:54,33.0833,-16.3333,60.8,94,40,5.75
244,Staryy Oskol,RU,2021-01-28 04:27:54,51.2967,37.8417,34.34,93,100,12.84
245,Ndjole,GA,2021-01-28 04:27:54,-0.1783,10.7649,71.92,94,100,1.63
246,Saint Anthony,US,2021-01-28 04:27:55,45.0205,-93.218,10.4,56,90,3.44
247,Geraldton,AU,2021-01-28 04:27:55,-28.7667,114.6,80.6,36,0,23.02
248,Gouyave,GD,2021-01-28 04:27:55,12.1646,-61.7296,77.0,83,20,11.5
249,Iqaluit,CA,2021-01-28 04:27:55,63.7506,-68.5145,-2.0,60,1,20.71
250,Sainte-Maxime,FR,2021-01-28 04:27:55,43.3,6.6333,39.0,93,9,3.98
251,San Pancrazio Salentino,IT,2021-01-28 04:27:55,40.4191,17.8305,42.01,70,75,6.91
252,Barra Do Garcas,BR,2021-01-28 04:27:56,-15.89,-52.2567,71.33,92,99,2.46
253,Hamilton,US,2021-01-28 04:27:56,39.1834,-84.5333,26.6,80,90,9.22
254,Gazanjyk,TM,2021-01-28 04:27:56,39.2446,55.5154,36.82,75,21,17.81
255,Beloha,MG,2021-01-28 04:27:56,-25.1667,45.05,81.48,66,0,9.15
256,Houma,US,2021-01-28 04:27:56,29.5958,-90.7195,54.0,66,1,13.8
257,Moose Factory,CA,2021-01-28 04:27:56,51.2585,-80.6094,-5.8,84,75,6.91
258,Axim,GH,2021-01-28 04:27:57,4.8699,-2.2405,77.02,91,0,6.2
259,Prado,BR,2021-01-28 04:27:57,-17.3411,-39.2208,74.7,86,99,4.47
260,Walvis Bay,NA,2021-01-28 04:27:57,-22.9575,14.5053,68.0,88,0,10.36
261,Boddam,GB,2021-01-28 04:27:57,57.4667,-1.7833,33.01,100,75,1.14
262,Bandarbeyla,SO,2021-01-28 04:27:57,9.4942,50.8122,73.53,74,26,16.51
263,Thyolo,MW,2021-01-28 04:27:58,-16.0678,35.1405,66.06,100,99,3.53
264,Lundazi,ZM,2021-01-28 04:25:43,-12.2929,33.1782,63.88,91,100,3.11
265,Vredendal,ZA,2021-01-28 04:24:20,-31.6683,18.5012,54.32,83,0,2.48
266,Galle,LK,2021-01-28 04:27:58,6.0367,80.217,80.08,72,20,1.74
267,Road Town,VG,2021-01-28 04:27:59,18.4167,-64.6167,75.99,84,50,14.0
268,Antalaha,MG,2021-01-28 04:27:59,-14.9003,50.2788,78.6,78,0,2.8
269,Sibot,RO,2021-01-28 04:27:59,45.95,23.3333,28.4,74,90,8.05
270,Simplicio Mendes,BR,2021-01-28 04:27:59,-7.8539,-41.9103,79.86,50,96,5.7
271,Bambous Virieux,MU,2021-01-28 04:27:59,-20.3428,57.7575,84.0,78,20,3.44
272,Surt,LY,2021-01-28 04:27:59,31.2089,16.5887,54.27,60,0,16.55
273,Omboue,GA,2021-01-28 04:28:00,-1.5746,9.2618,73.98,92,100,2.53
274,Nexo,DK,2021-01-28 04:28:00,55.0607,15.1306,35.6,100,90,13.8
275,Dingle,PH,2021-01-28 04:28:00,10.9995,122.6711,82.11,80,100,14.07
276,Andenes,NO,2021-01-28 04:28:00,69.3143,16.1194,28.0,63,75,21.85
277,Lagos,NG,2021-01-28 04:23:13,6.5833,3.75,80.6,94,20,2.75
278,Kodinar,IN,2021-01-28 04:28:00,20.7903,70.7031,69.98,24,0,12.19
279,Svetlogorsk,BY,2021-01-28 04:28:01,52.6333,29.7333,25.88,99,100,4.38
280,Kwekwe,ZW,2021-01-28 04:28:01,-18.9281,29.8149,62.83,97,39,3.31
281,Bonavista,CA,2021-01-28 04:28:01,48.6499,-53.1147,26.01,93,97,8.05
282,Atbasar,KZ,2021-01-28 04:28:01,51.8,68.3333,16.21,98,48,7.18
283,Tsiroanomandidy,MG,2021-01-28 04:28:02,-18.7667,46.0333,71.31,88,5,0.6
284,Shahrud,IR,2021-01-28 04:28:02,36.4182,54.9763,33.46,76,0,2.53
285,Kushmurun,KZ,2021-01-28 04:28:02,52.4503,64.6311,12.52,96,80,10.22
286,Oriximina,BR,2021-01-28 04:27:11,-1.7656,-55.8661,74.28,94,99,2.39
287,The Valley,AI,2021-01-28 04:28:02,18.217,-63.0578,77.0,69,20,10.36
288,Saint-Francois,FR,2021-01-28 04:28:02,46.4154,3.9054,48.0,100,90,6.91
289,Grand Gaube,MU,2021-01-28 04:28:03,-20.0064,57.6608,84.0,71,42,7.0
290,Malinyi,TZ,2021-01-28 04:28:03,-8.9333,36.1333,70.88,95,46,0.65
291,Conceicao Do Araguaia,BR,2021-01-28 04:28:03,-8.2578,-49.2647,73.92,92,95,2.62
